S,n_workers,naive_max_wait,naive_partition_time,exact_max_wait,exact_partition_time
64,10,1.216121693704162,5.888938903808594e-05,,
64,20,2.7844861627301745,5.412101745605469e-05,,
64,30,1.3252831436961046,5.0067901611328125e-05,,
64,40,2.3749188114380546,5.5789947509765625e-05,,
64,50,3.61003551815907,5.984306335449219e-05,,
64,60,1.4618594765969406,6.103515625e-05,,
64,70,1.830624124431688,6.914138793945312e-05,,
64,80,1.861706486102884,7.033348083496094e-05,,
64,90,2.6186843236743527,7.867813110351562e-05,,
64,100,5.106299769116124,7.796287536621094e-05,,
64,110,3.123922397189088,8.487701416015625e-05,,
64,120,2.708214629766364,9.107589721679688e-05,,
64,130,3.646767059409078,9.965896606445312e-05,,
64,140,4.448526396175028,9.799003601074219e-05,,
64,150,8.035951457883648,0.0001201629638671875,,
64,160,1.444126074996809,0.00010991096496582031,,
64,170,5.635830811527377,0.00011014938354492188,,
64,180,3.4794635127195086,0.00011277198791503906,,
64,190,5.314078394379981,0.00011706352233886719,,
64,200,2.2012021769900665,0.00012183189392089844,,
64,210,4.823085014974471,0.00012493133544921875,,
64,220,11.440722415834625,0.0001308917999267578,,
64,230,1.5684148608344493,0.00013494491577148438,,
64,240,1.5865665033876433,0.000141143798828125,,
64,250,6.4133443857453845,0.0001590251922607422,,
64,260,1.3884664363721615,0.00015974044799804688,,
64,270,6.1564038425418985,0.00015997886657714844,,
64,280,6.9114571145549935,0.0001652240753173828,,
64,290,6.404065397180491,0.00016927719116210938,,
64,300,9.635444692769605,0.00017523765563964844,,
64,310,6.9924090902944425,0.00017786026000976562,,
64,320,1.6536358631030268,0.0001862049102783203,,
64,330,1.9207694031700775,0.0001900196075439453,,
64,340,9.555667927123103,0.00019598007202148438,,
64,350,3.7927176667050926,0.00019693374633789062,,
64,360,1.4429745560707155,0.00020503997802734375,,
64,370,6.9615828902264205,0.00020503997802734375,,
64,380,1.4456351754818777,0.0002110004425048828,,
64,390,4.023851692020885,0.0002162456512451172,,
64,400,16.84638245501905,0.00021886825561523438,,
64,410,6.236936585065258,0.00022602081298828125,,
64,420,4.83209589212604,0.0002300739288330078,,
64,430,5.97472123877094,0.0002377033233642578,,
64,440,12.927659621909317,0.0002391338348388672,,
